,nombre_proyecto,moneda,precio,tamaño,dormitorios,baños,unidades_disp,link
8,Life by K,UF,1999,19 a 57 m² útiles,1 a 2 dormitorios,1 a 2 baños,10 unidades disponibles,https://www.portalinmobiliario.com/MLC-1055399981-life-by-k-_JM#position=9&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
9,Condominio San Cristóbal 2,UF,2735,54 a 64 m² útiles,2 a 3 dormitorios,2 baños,101 unidades disponibles,https://www.portalinmobiliario.com/MLC-1614016308-condominio-san-cristobal-2-_JM#position=10&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
10,Edificio Latorre,UF,2332,41 a 55 m² útiles,2 a 3 dormitorios,1 a 2 baños,9 unidades disponibles,https://www.portalinmobiliario.com/MLC-1569118978-edificio-latorre-_JM#position=11&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
11,Pucón Infinity,UF,6687,76 a 89 m² útiles,2 a 3 dormitorios,2 baños,2 unidades disponibles,https://www.portalinmobiliario.com/MLC-534755195-pucon-infinity-_JM#position=12&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
12,Miraflores 476,UF,2490,29 a 53 m² útiles,1 a 2 dormitorios,1 a 2 baños,61 unidades disponibles,https://www.portalinmobiliario.com/MLC-1825630058-miraflores-476-_JM#position=13&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
13,Molinos de Santa Ana,UF,2178,44 a 55 m² útiles,2 a 3 dormitorios,1 a 2 baños,3 unidades disponibles,https://www.portalinmobiliario.com/MLC-1377840547-molinos-de-santa-ana-_JM#position=14&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
14,Parque Marañón Torre B,UF,2920,52 a 65 m² útiles,2 a 3 dormitorios,2 baños,4 unidades disponibles,https://www.portalinmobiliario.com/MLC-1429113043-parque-maranon-torre-b-_JM#position=15&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
15,Verdece II,UF,9285,69 a 141 m² útiles,2 a 4 dormitorios,2 a 5 baños,82 unidades disponibles,https://www.portalinmobiliario.com/MLC-1379407603-verdece-ii-_JM#position=16&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
16,Edificio Atelier,UF,3164,31 a 78 m² útiles,1 a 3 dormitorios,1 a 2 baños,6 unidades disponibles,https://www.portalinmobiliario.com/MLC-1374691991-edificio-atelier-_JM#position=17&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
17,Edificio Ñuñoa 2024,UF,2768,33 a 60 m² útiles,1 a 3 dormitorios,1 a 2 baños,16 unidades disponibles,https://www.portalinmobiliario.com/MLC-1625881152-edificio-nunoa-2024-_JM#position=18&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
18,Condominio Altos del Mirador,UF,2400,47 a 52 m² útiles,2 a 3 dormitorios,1 baño,52 unidades disponibles,https://www.portalinmobiliario.com/MLC-1375154451-condominio-altos-del-mirador-_JM#position=19&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
19,Mapocho 2502,UF,1990,25 a 49 m² útiles,1 a 2 dormitorios,1 a 2 baños,16 unidades disponibles,https://www.portalinmobiliario.com/MLC-1445107867-mapocho-2502-_JM#position=20&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
20,3800 Dublé,UF,7790,73 a 100 m² útiles,2 a 3 dormitorios,2 baños,5 unidades disponibles,https://www.portalinmobiliario.com/MLC-990534020-3800-duble-_JM#position=21&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
21,SOHO Midtown,UF,5381,37 a 95 m² útiles,1 a 3 dormitorios,1 a 3 baños,127 unidades disponibles,https://www.portalinmobiliario.com/MLC-1446142409-soho-midtown-_JM#position=22&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
22,Alcalá Las Torres,UF,3500,54 a 62 m² útiles,2 a 3 dormitorios,1 a 2 baños,58 unidades disponibles,https://www.portalinmobiliario.com/MLC-1435440939-alcala-las-torres-_JM#position=23&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
23,Condominio Los Aromos Etapa 2,UF,2100,43 a 54 m² útiles,2 a 3 dormitorios,1 a 2 baños,16 unidades disponibles,https://www.portalinmobiliario.com/MLC-1527261280-condominio-los-aromos-etapa-2-_JM#position=24&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
24,Departamentos Manantial Los Litres 1000,UF,10180,34 a 122 m² útiles,1 a 3 dormitorios,1 a 3 baños,47 unidades disponibles,https://www.portalinmobiliario.com/MLC-2146229924-departamentos-manantial-los-litres-1000-_JM#position=25&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
25,Edificio Bold,UF,2830,21 a 63 m² útiles,1 a 2 dormitorios,1 a 2 baños,39 unidades disponibles,https://www.portalinmobiliario.com/MLC-1786999196-edificio-bold-_JM#position=26&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
26,Edificio Terra Plaza,UF,13900,112 a 150 m² útiles,2 a 3 dormitorios,3 a 4 baños,5 unidades disponibles,https://www.portalinmobiliario.com/MLC-1069543789-edificio-terra-plaza-_JM#position=27&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
27,Edificio Curiñanca,UF,2821,40 a 67 m² útiles,2 a 3 dormitorios,1 a 2 baños,4 unidades disponibles,https://www.portalinmobiliario.com/MLC-1438202467-edificio-curinanca-_JM#position=28&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
28,Condominio Portales Covadonga,UF,2150,33 a 59 m² útiles,1 a 3 dormitorios,1 a 2 baños,29 unidades disponibles,https://www.portalinmobiliario.com/MLC-1560666454-condominio-portales-covadonga-_JM#position=29&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
29,Pedro de Valdivia 2765,UF,3716,34 a 57 m² útiles,1 a 2 dormitorios,1 a 2 baños,9 unidades disponibles,https://www.portalinmobiliario.com/MLC-1377856057-pedro-de-valdivia-2765-_JM#position=30&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
30,Vista Llanquihue,UF,3879,34 a 79 m² útiles,1 a 3 dormitorios,1 a 2 baños,13 unidades disponibles,https://www.portalinmobiliario.com/MLC-1413903117-vista-llanquihue-_JM#position=31&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
31,Viñedos de Rancagua,UF,3900,58 a 108 m² útiles,2 a 4 dormitorios,1 a 2 baños,61 unidades disponibles,https://www.portalinmobiliario.com/MLC-608878233-vinedos-de-rancagua-_JM#position=32&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
32,Alto Quintay,UF,7802,55 a 83 m² útiles,2 a 3 dormitorios,2 baños,6 unidades disponibles,https://www.portalinmobiliario.com/MLC-1372447823-alto-quintay-_JM#position=33&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
33,Tarapacá 1140,UF,2330,24 a 49 m² útiles,1 a 2 dormitorios,1 a 2 baños,14 unidades disponibles,https://www.portalinmobiliario.com/MLC-1444834499-tarapaca-1140-_JM#position=34&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
34,Rojas Magallanes,UF,2720,39 a 77 m² útiles,1 a 3 dormitorios,1 a 2 baños,21 unidades disponibles,https://www.portalinmobiliario.com/MLC-635055885-rojas-magallanes-_JM#position=35&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
35,Condominio Vitalis II,UF,2530,33 a 111 m² útiles,1 a 4 dormitorios,1 a 3 baños,188 unidades disponibles,https://www.portalinmobiliario.com/MLC-1445081685-condominio-vitalis-ii-_JM#position=36&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
36,Condominio Borde Andino,UF,2746,30 a 79 m² útiles,1 a 3 dormitorios,1 a 2 baños,25 unidades disponibles,https://www.portalinmobiliario.com/MLC-1416022291-condominio-borde-andino-_JM#position=37&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
37,Costanera Huayquique Etapa II,UF,3000,40 a 109 m² útiles,1 a 4 dormitorios,1 a 3 baños,69 unidades disponibles,https://www.portalinmobiliario.com/MLC-1378406259-costanera-huayquique-etapa-ii-_JM#position=38&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
38,Pop Art,UF,2285,24 a 46 m² útiles,1 a 2 dormitorios,1 a 2 baños,53 unidades disponibles,https://www.portalinmobiliario.com/MLC-1054943853-pop-art-_JM#position=39&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
39,Santa Mónica II,UF,2950,58 a 63 m² útiles,3 dormitorios,2 baños,20 unidades disponibles,https://www.portalinmobiliario.com/MLC-1613873068-santa-monica-ii-_JM#position=40&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
40,Edificio Belmonte,UF,2743,37 a 56 m² útiles,1 a 2 dormitorios,1 a 2 baños,68 unidades disponibles,https://www.portalinmobiliario.com/MLC-2268942564-edificio-belmonte-_JM#position=41&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
41,Edificio Exequiel 877,UF,4750,62 a 84 m² útiles,2 a 3 dormitorios,2 a 3 baños,34 unidades disponibles,https://www.portalinmobiliario.com/MLC-1424660748-edificio-exequiel-877-_JM#position=42&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
42,Almagro Parque Brasil,UF,8090,81 a 139 m² útiles,2 a 3 dormitorios,2 a 4 baños,4 unidades disponibles,https://www.portalinmobiliario.com/MLC-956051802-almagro-parque-brasil-_JM#position=43&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
43,Edificio Rozas Condell,UF,3311,42 a 60 m² útiles,2 a 3 dormitorios,2 baños,7 unidades disponibles,https://www.portalinmobiliario.com/MLC-2197268382-edificio-rozas-condell-_JM#position=44&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
44,Edificio HA,UF,1720,23 a 45 m² útiles,1 a 2 dormitorios,1 baño,7 unidades disponibles,https://www.portalinmobiliario.com/MLC-1377869723-edificio-ha-_JM#position=45&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
45,Edificio Amunátegui,UF,2375,35 a 66 m² útiles,1 a 2 dormitorios,1 a 2 baños,7 unidades disponibles,https://www.portalinmobiliario.com/MLC-1568339156-edificio-amunategui-_JM#position=46&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
46,Concepto Best Level - Imagina,UF,6199,45 a 97 m² útiles,1 a 3 dormitorios,1 a 2 baños,5 unidades disponibles,https://www.portalinmobiliario.com/MLC-1372240483-concepto-best-level-imagina-_JM#position=47&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
47,Waykú,UF,4664,61 a 97 m² útiles,2 a 3 dormitorios,2 baños,10 unidades disponibles,https://www.portalinmobiliario.com/MLC-1055367001-wayku-_JM#position=48&search_layout=grid&type=item&tracking_id=60d40080-8aa3-4cbf-93ae-7470eb6ecdae
0,Edificio Florida Connect,UF,3002,44 a 58 m² útiles,2 dormitorios,1 a 2 baños,38 unidades disponibles,https://www.portalinmobiliario.com/MLC-1379746295-edificio-florida-connect-_JM#position=1&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
1,San Felipe,UF,3541,61 a 67 m² útiles,3 dormitorios,2 baños,132 unidades disponibles,https://www.portalinmobiliario.com/MLC-1614872104-san-felipe-_JM#position=2&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
2,Townhouses Entre Avenidas,UF,8049,108 a 114 m² útiles,4 dormitorios,3 baños,10 unidades disponibles,https://www.portalinmobiliario.com/MLC-524801948-townhouses-entre-avenidas-_JM#position=3&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
3,Vitacura 4301,UF,12430,86 a 137 m² útiles,2 a 3 dormitorios,2 a 3 baños,8 unidades disponibles,https://www.portalinmobiliario.com/MLC-1626080798-vitacura-4301-_JM#position=4&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
4,Mirador Del Carmen,UF,5350,70 a 101 m² útiles,2 a 3 dormitorios,2 baños,6 unidades disponibles,https://www.portalinmobiliario.com/MLC-1377853471-mirador-del-carmen-_JM#position=5&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
5,Mirador Peñuelas 2,UF,2399,49 a 66 m² útiles,2 a 3 dormitorios,1 a 2 baños,5 unidades disponibles,https://www.portalinmobiliario.com/MLC-1674754336-mirador-penuelas-2-_JM#position=6&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
6,Edificio BE!,UF,3901,43 a 68 m² útiles,1 a 2 dormitorios,1 a 2 baños,133 unidades disponibles,https://www.portalinmobiliario.com/MLC-1441388585-edificio-be-_JM#position=7&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
7,Edificio Diagonal Oriente,UF,6372,72 a 88 m² útiles,2 a 3 dormitorios,2 baños,8 unidades disponibles,https://www.portalinmobiliario.com/MLC-1445082263-edificio-diagonal-oriente-_JM#position=8&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
8,Edificio New,UF,2080,31 a 48 m² útiles,1 a 3 dormitorios,1 baño,13 unidades disponibles,https://www.portalinmobiliario.com/MLC-523192602-edificio-new-_JM#position=9&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
9,Seminario 850,UF,3255,29 a 52 m² útiles,1 a 2 dormitorios,1 a 2 baños,299 unidades disponibles,https://www.portalinmobiliario.com/MLC-1610326870-seminario-850-_JM#position=10&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
10,Cuiabá Elegance,UF,5730,72 a 133 m² útiles,2 a 3 dormitorios,2 a 3 baños,3 unidades disponibles,https://www.portalinmobiliario.com/MLC-529228299-cuiaba-elegance-_JM#position=11&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
11,Edificio Revelación,UF,2444,32 a 44 m² útiles,1 a 2 dormitorios,1 a 2 baños,7 unidades disponibles,https://www.portalinmobiliario.com/MLC-526654143-edificio-revelacion-_JM#position=12&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
12,Edificio Pedro de Valdivia,UF,2980,35 a 54 m² útiles,1 a 2 dormitorios,1 a 2 baños,5 unidades disponibles,https://www.portalinmobiliario.com/MLC-1684259134-edificio-pedro-de-valdivia-_JM#position=13&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
13,Puerto Pewun,UF,3567,39 a 80 m² útiles,1 a 3 dormitorios,1 a 2 baños,8 unidades disponibles,https://www.portalinmobiliario.com/MLC-1565705014-puerto-pewun-_JM#position=14&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
14,Ícono,UF,5579,64 a 80 m² útiles,2 a 3 dormitorios,2 baños,22 unidades disponibles,https://www.portalinmobiliario.com/MLC-1759928362-icono-_JM#position=15&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
15,Condominio Talinay,UF,1970,50 a 55 m² útiles,2 a 3 dormitorios,1 a 2 baños,2 unidades disponibles,https://www.portalinmobiliario.com/MLC-1379461799-condominio-talinay-_JM#position=16&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
16,New Center,UF,4053,54 a 63 m² útiles,2 dormitorios,2 baños,3 unidades disponibles,https://www.portalinmobiliario.com/MLC-1375169235-new-center-_JM#position=17&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
17,Marca Santiago,UF,2957,35 a 60 m² útiles,1 a 2 dormitorios,1 a 2 baños,12 unidades disponibles,https://www.portalinmobiliario.com/MLC-2253534286-marca-santiago-_JM#position=18&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
18,Edificio Uno Norte,UF,5190,82 a 86 m² útiles,3 dormitorios,2 baños,2 unidades disponibles,https://www.portalinmobiliario.com/MLC-1569257160-edificio-uno-norte-_JM#position=19&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
19,Condominio Altos del Peñón,UF,3066,50 a 56 m² útiles,2 a 3 dormitorios,2 baños,2 unidades disponibles,https://www.portalinmobiliario.com/MLC-1564728362-condominio-altos-del-penon-_JM#position=20&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
20,Edificio Almar - Costa de Montemar,UF,5229,62 a 65 m² útiles,2 dormitorios,2 baños,21 unidades disponibles,https://www.portalinmobiliario.com/MLC-1577134768-edificio-almar-costa-de-montemar-_JM#position=21&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
21,Macul Urbano,UF,2750,31 a 68 m² útiles,1 a 3 dormitorios,1 a 2 baños,12 unidades disponibles,https://www.portalinmobiliario.com/MLC-1568725024-macul-urbano-_JM#position=22&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
22,Edificio Padre Hurtado 231,UF,1734,17 a 52 m² útiles,1 a 2 dormitorios,1 a 2 baños,42 unidades disponibles,https://www.portalinmobiliario.com/MLC-2268906084-edificio-padre-hurtado-231-_JM#position=23&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
23,Condominio Costa Azul DS19,UF,2200,52 m² útiles,2 dormitorios,2 baños,1 unidad disponible,https://www.portalinmobiliario.com/MLC-1560836632-condominio-costa-azul-ds19-_JM#position=24&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
24,Feeling Dumont,UF,2490,31 a 62 m² útiles,1 a 3 dormitorios,1 a 2 baños,39 unidades disponibles,https://www.portalinmobiliario.com/MLC-1375209295-feeling-dumont-_JM#position=25&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
25,Paseo Walker,UF,3564,38 a 89 m² útiles,1 a 3 dormitorios,1 a 2 baños,86 unidades disponibles,https://www.portalinmobiliario.com/MLC-1021010460-paseo-walker-_JM#position=26&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
26,WIND,UF,3628,33 a 61 m² útiles,1 a 3 dormitorios,1 a 2 baños,97 unidades disponibles,https://www.portalinmobiliario.com/MLC-1805469114-wind-_JM#position=27&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
27,Cumbres de Santa María,UF,38900,284 a 348 m² útiles,3 a 4 dormitorios,5 baños,7 unidades disponibles,https://www.portalinmobiliario.com/MLC-1560621274-cumbres-de-santa-maria-_JM#position=28&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
28,Parque Jaime Repullo,UF,2512,57 a 63 m² útiles,3 dormitorios,1 a 2 baños,92 unidades disponibles,https://www.portalinmobiliario.com/MLC-1600023394-parque-jaime-repullo-_JM#position=29&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
29,Vista Golf - La Dehesa,UF,42010,288 a 459 m² útiles,3 a 5 dormitorios,4 a 6 baños,8 unidades disponibles,https://www.portalinmobiliario.com/MLC-1610288068-vista-golf-la-dehesa-_JM#position=30&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
30,Jardines de Bellavista II,UF,2444,32 a 66 m² útiles,1 a 3 dormitorios,1 a 2 baños,34 unidades disponibles,https://www.portalinmobiliario.com/MLC-1565810484-jardines-de-bellavista-ii-_JM#position=31&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
31,Los Naranjos,UF,1600,38 a 56 m² útiles,1 a 2 dormitorios,1 a 2 baños,5 unidades disponibles,https://www.portalinmobiliario.com/MLC-1778620518-los-naranjos-_JM#position=32&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
32,Condominio Lago Ranco,UF,2602,54 m² útiles,3 dormitorios,1 baño,1 unidad disponible,https://www.portalinmobiliario.com/MLC-1569256986-condominio-lago-ranco-_JM#position=33&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
33,Holanda 1801,UF,11625,98 a 104 m² útiles,3 dormitorios,3 baños,8 unidades disponibles,https://www.portalinmobiliario.com/MLC-1610742976-holanda-1801-_JM#position=34&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
34,Edificio Vértice,UF,2300,21 a 71 m² útiles,1 a 2 dormitorios,1 a 2 baños,8 unidades disponibles,https://www.portalinmobiliario.com/MLC-1424673270-edificio-vertice-_JM#position=35&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
35,Condominio Bosque Pucalán,UF,2602,49 a 56 m² útiles,2 a 3 dormitorios,2 baños,2 unidades disponibles,https://www.portalinmobiliario.com/MLC-520372847-condominio-bosque-pucalan-_JM#position=36&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
36,Neo Azapa,UF,2330,31 a 70 m² útiles,1 a 3 dormitorios,1 a 2 baños,6 unidades disponibles,https://www.portalinmobiliario.com/MLC-933512796-neo-azapa-_JM#position=37&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
37,Condominio Altos de Hualpén,UF,2040,48 a 54 m² útiles,2 a 3 dormitorios,1 baño,19 unidades disponibles,https://www.portalinmobiliario.com/MLC-1564728136-condominio-altos-de-hualpen-_JM#position=38&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
38,Arica City Center - Condominio el Paso II,UF,5769,68 a 130 m² útiles,2 a 4 dormitorios,2 a 4 baños,46 unidades disponibles,https://www.portalinmobiliario.com/MLC-2068393416-arica-city-center-condominio-el-paso-ii-_JM#position=39&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
39,Brasilia View,UF,6900,76 a 143 m² útiles,2 a 3 dormitorios,2 a 3 baños,8 unidades disponibles,https://www.portalinmobiliario.com/MLC-1050492435-brasilia-view-_JM#position=40&search_layout=grid&type=item&tracking_id=67ae5d0b-cabb-4647-9d56-5627d8c87c73
